conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.932037664691397e+18,Mon Jun 09 11:30:50 +0000 2025,0,Cara apply code voucher 1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN ,1.932037667593888e+18,,bustlingcrowdss,in,,0,0,0,https://x.com/undefined/status/1932037667593887989,3019222248.0,
1.9320293432257661e+18,Mon Jun 09 10:57:45 +0000 2025,0,Hallo gyuss Aku salah satu pengguna gojek hemat yang pastinya memudahkan dalm kegiatan sehari-hari yukk kalian juga cobain promonya di aplikasi gojek @gojekindonesia #GSKSEMARANG2025 #Gojek #zona jajan #goride https://t.co/NNcrYe35X4,1.9320293432257661e+18,https://pbs.twimg.com/media/Gs_ycWUbgAAFOTY.jpg,,in,,0,0,0,https://x.com/undefined/status/1932029343225766113,1.3259826111272468e+18,
1.9317085296118664e+18,Mon Jun 09 06:43:22 +0000 2025,95,@tsun_shine @farhanrivaldy_ Kalo login gojek kan dapet otp nah otp nya dimasukan ke aplikasi tapi karena ini fake otp itu masuk ke telegram scammer dia nge loop berkali kali agar scammer pusing bangak otp palsu,1.9319653273631585e+18,,tsun_shine,in,,0,0,3,https://x.com/undefined/status/1931965327363158405,2647255423.0,
1.9319596069742756e+18,Mon Jun 09 06:20:39 +0000 2025,0,Hampir saja tangan ini menyentuh aplikasi Gojek. Tahan tahan,1.9319596069742756e+18,,,in,,0,0,0,https://x.com/undefined/status/1931959606974275608,1.3552956005063352e+18,
1.9273162900514693e+18,Mon Jun 09 05:46:49 +0000 2025,4,@floweryliy Heeeehhhh cucu gundik emang HP maneh te boga aplikasi ojolkah ??? Grab gojek indriver maxim uber anjiirrrrr boa cicing d leweng sugan ,1.931951094646891e+18,,floweryliy,in,,0,0,0,https://x.com/undefined/status/1931951094646890961,1.6402242502075638e+18,
1.931938884142977e+18,Mon Jun 09 04:59:18 +0000 2025,0,Cara apply code voucher 1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN GAMPANG BANGET KAN? AYO CEPETAN APPLY KODE NYA,1.931939137667662e+18,,wesmanganturu,in,,0,0,0,https://x.com/undefined/status/1931939137667662125,1.166627512606253e+18,
1.9319357626202606e+18,Mon Jun 09 04:45:54 +0000 2025,0,sumpah trmen trmen maaf tbtb balik ini ada paket salah kirim ke rumahku sumpah.. paket nya dikirim pake gojek aku terima trs aku bayar soalnya KIRAIN GOFOOD AKU YG LAGI DI JALAN JG aku liat aplikasi abang abangnya udh di deket rumah juga aku kaget kok pas dibuka isinya bkn,1.9319357626202606e+18,,,in,,1,1,0,https://x.com/undefined/status/1931935762620260580,1.672141940081709e+18,
1.9319275847803005e+18,Mon Jun 09 04:13:24 +0000 2025,0,Mau hemat ngapain aja? AYO PAKE GOJEKPLUS buat dapetin banyak promo. Buka aplikasi Gojek pake m kode referal GOECOPICK untuk diskon spesial yang bikin kantong kamu tetap aman! #pastiadajaln #gojek #goridehemat #gsk2025 #gojeksahabatkampus @gojek_smg https://t.co/qNiwqXWnq8,1.9319275847803005e+18,https://pbs.twimg.com/ext_tw_video_thumb/1931927528807231488/pu/img/wlyl_CBcN5clTzR6.jpg,,in,,0,0,0,https://x.com/undefined/status/1931927584780300621,1.8453133331064422e+18,
1.9319083486493204e+18,Mon Jun 09 02:56:58 +0000 2025,0,Top 3 most annoying ads while playing mobile games: 3. Traveloka 2. Grab/Gojek Harus dipencet min 3 buat nutup salah pencet dikit langsung pindah aplikasi. 1. Adakami Auto instal sendiri aplikasinya. So annoying.,1.9319083486493204e+18,,,in,,0,0,0,https://x.com/undefined/status/1931908348649320559,52992783.0,
1.931887604527743e+18,Mon Jun 09 02:04:54 +0000 2025,0,@kazegakieta @KAI121 Selamat pagi Kak. Untuk pembelian tiket perjalanan Commuter Line via aplikasi GoJek diwajibkan untuk scan in dan out sesuai dengan stasiun yang tertera pada tiket. Untuk perjalanan yang Kakak lakukan silakan dapat menemui petugas Passenger Service di Stasiun akhir tujuannya untuk,1.931895247858254e+18,,kazegakieta,in,,0,0,0,https://x.com/undefined/status/1931895247858253993,341987176.0,
1.9317029476642655e+18,Sun Jun 08 23:39:40 +0000 2025,0,@LoversSinglet @infomalang Di terminal ada shelter grab atau gojek kok lokasinya di sebelah pom bensin pas. Tarifnya sesuai aplikasi &amp; kalau minta dijemput bisa req disitu.,1.9318586980220275e+18,,LoversSinglet,in,,0,0,0,https://x.com/undefined/status/1931858698022027498,193236870.0,
1.93175962340683e+18,Sun Jun 08 17:05:59 +0000 2025,8,VOUCHER PROMO PAKAI GORIDE DISKON 90% !! [RESTOCK TERBATAS] GO47PVTNX7UF GORIDEAJA [WAJIB REDEEM SEBELUM KEHABISAN] Redeem di aplikasi gojek atau bisa langsung klik link https://t.co/YxSBhCXLnD https://t.co/uJbyddM3q8,1.93175962340683e+18,https://pbs.twimg.com/media/Gs79IswbQAA6n8Y.jpg,,in,,1,0,0,https://x.com/undefined/status/1931759623406829953,1.7494862377177866e+18,
1.931757469564646e+18,Sun Jun 08 16:59:57 +0000 2025,0,@kth_kaa Jika lupa klaim voucher GORIDEAJA coba hubungi customer support Gojek lewat aplikasi: buka Menu Utama pilih Help Center lalu Vouchers and Promotion dan laporkan My voucher is missing . Bisa juga coba kontak via media sosial resmi Gojek tapi cek dulu akun resminya. Tidak ada,1.931758105312035e+18,,kth_kaa,in,,0,0,0,https://x.com/undefined/status/1931758105312035038,1.7206651831889224e+18,
1.9317336927178714e+18,Sun Jun 08 15:22:56 +0000 2025,10,lagunya perunggu tuh sgt related bgt buat anak rantau yang suka homesick lagu ini tuh jadi motivasi buat mimin buat ngejalanin apa yang mimin sudah mulai mimin jadi semangat buat ikutan campaign kode PASTIADAJALAN di aplikasi gojek #GSKSMG2025 #GOJEKHEMAT @gojekindonesia https://t.co/TITDSFPPKV,1.9317336927178714e+18,https://pbs.twimg.com/media/Gs7li5wa4AAH_As.jpg,,in,,0,1,2,https://x.com/undefined/status/1931733692717871454,1.923331122383229e+18,
1.9317042596425567e+18,Sun Jun 08 13:25:59 +0000 2025,2,Gak peduli seberapa macet hujan atau sibuk harimu... #PASTIADAJALAN bareng Gojek! Semua ada solusinya: mau makan kirim barang sampai cari ojek. Satu aplikasi jutaan kemudahan. https://t.co/3lNtQMZUal,1.9317042596425567e+18,https://pbs.twimg.com/media/Gs7Kx1nasAA2Uc6.jpg,,in,,0,0,0,https://x.com/undefined/status/1931704259642556763,1.816840354190205e+18,
1.9316912789427487e+18,Sun Jun 08 12:37:07 +0000 2025,0,untukku bank jago : aku pakai gojek app dan udh otomatis konek ke bank jago walau aku ga punya aplikasi dan bukan nasabah selain itu aku pake bibit yg konek ke gojek. kalau seabank : kena iming dari temen aku yg katanya bunga cair tiap hari aku pengen tau ± lainnya apa,1.9316919617922255e+18,,ciaomeneer,in,,0,1,0,https://x.com/undefined/status/1931691961792225516,1.5316654282670408e+18,
1.9316615448545733e+18,Sun Jun 08 10:36:15 +0000 2025,0,-dips! Tiap hari pesen GoFood GoRide sampe GoSend. Langganan Gojek Plus diskon melimpah dompet aman! Buka aplikasi pesen apa aja hemat terus. @gojekindonesia bikin hidup gampang! https://t.co/Vzv2xyvveN,1.9316615448545733e+18,https://pbs.twimg.com/media/Gs6j8DVXUAA7YyA.jpg,,in,,0,1,1,https://x.com/undefined/status/1931661544854573253,1.2125938166302515e+18,
1.931651902405849e+18,Sun Jun 08 09:57:56 +0000 2025,0,Tiap hari pesen GoFood GoRide sampe GoSend? Langganan Gojek Plus juga dongg!!! Diskon melimpah dompet aman! Buka aplikasi pesen apa aja hemat terus. @gojekindonesia bikin hidup lebih gampang! #GSKSMG2025 https://t.co/X9JX0CmXtt,1.931651902405849e+18,https://pbs.twimg.com/media/Gs6a3VGaMAAKmXb.jpg,,in,,0,0,0,https://x.com/undefined/status/1931651902405849119,1.4992425158614098e+18,
1.931591716089291e+18,Sun Jun 08 09:54:32 +0000 2025,0,@toe_giman Ini konten aja kan soalnya masnya nelpon pakai wa kalo aplikasi Gojek g kyk gt,1.931651046134174e+18,,toe_giman,in,,0,0,0,https://x.com/undefined/status/1931651046134173857,1.8471759242421125e+18,
1.9316463928642644e+18,Sun Jun 08 09:36:02 +0000 2025,1, Naik Gojek gak harus mahal! Pakai #GojekHemat dapetin DISKON tiap hari mulai dari Rp5.000-an aja! Tetep nyaman. Tetep aman. Tetep irit. ️ Cek promonya di aplikasi sekarang! #GojekHemat #PASTIADAJALAN https://t.co/xBsEKqFznd,1.9316463928642644e+18,https://pbs.twimg.com/media/Gs6VtYLbkAAEEop.jpg,,in,,0,0,0,https://x.com/undefined/status/1931646392864264413,1.4449732770765455e+18,
1.9316326955804388e+18,Sun Jun 08 08:41:37 +0000 2025,0,Semua urusan harian? Gojek solusinya! Pakai kode GOJEKHEMAT di aplikasi Gojek buat nikmatin diskon spesial di tiap layanan. Masukkan juga kode referral GOECOPICK Jangan sampai ketinggalan promonya! #pastiadajalan #gsk2025 #gojeksahabatkampus @Gojek_Semarang https://t.co/puC2HOAqoC,1.9316326955804388e+18,https://pbs.twimg.com/ext_tw_video_thumb/1931632653129895936/pu/img/U0AzeCkIA-8l1qDu.jpg,,in,,0,0,0,https://x.com/undefined/status/1931632695580438873,1.4647381973977784e+18,
1.931626388932686e+18,Sun Jun 08 08:16:33 +0000 2025,0, Pakai kode promo PASTIADAJALAN di aplikasi Gojek untuk berbagai layanan dari transportasi sampai kirim barang. Masukkan kode referral GOECOPICK agar kamu dapat bonus menarik dan aku ikut terbantu! #pastiadajalan #gsk2025 #gojeksahabatkampus @Gojek_Semarang https://t.co/zu24qJjCVr,1.931626388932686e+18,https://pbs.twimg.com/ext_tw_video_thumb/1931626113144594433/pu/img/Pck_wEiwuE_ncWu_.jpg,,in,,0,0,1,https://x.com/undefined/status/1931626388932686119,1.7969437727707832e+18,
1.9315965617983409e+18,Sun Jun 08 06:18:02 +0000 2025,0,Hello min @gojekindonesia @gojektech usul tolong go-food dilengkapi fitur share loc seperti gosend &amp; gojek. Sering jg kami order makan utk org lain/keluarga &amp; g bisa terus pantau aplikasi utk cek posisinya dmn &amp; harus kabari penerima. Dgn share loc penerima bisa cek sendiri. Ty,1.9315965617983409e+18,,,in,,0,0,0,https://x.com/undefined/status/1931596561798340808,1.8576903135797043e+18,
1.9315750100086664e+18,Sun Jun 08 04:52:23 +0000 2025,3,Dari pada langganan aplikasi yang jarang kamu pake. mending langganan gojek plus disana kamu bakal dapetin berbagai diskon disetiap transaksinya. ga bakal rugi deh auto happy teruss! @gojek_soloraya #GSKSOLO2025 #GOJEKPLUS https://t.co/jY9K3OXg5C,1.9315750100086664e+18,https://pbs.twimg.com/ext_tw_video_thumb/1931574967998795776/pu/img/Z0cdSD28JOh8bd3p.jpg,,in,,0,0,0,https://x.com/undefined/status/1931575010008666303,1.290635414584189e+18,
1.9315559060783268e+18,Sun Jun 08 03:36:29 +0000 2025,0, Mau cepat aman dan tanpa ribet? #PakeGojek aja! Dari antar makanan sampai kirim paket semua beres dalam satu aplikasi. #Gojek #PASTIADAJALAN https://t.co/O3z8i5z1og,1.9315559060783268e+18,https://pbs.twimg.com/media/Gs5D2XPa8AAzX-4.jpg,,in,,0,0,0,https://x.com/undefined/status/1931555906078326883,1.6859494866555412e+18,
1.9315491838547315e+18,Sun Jun 08 03:12:29 +0000 2025,0,Lu bayangin gw mantengin aplikasi grab gojek hampir 20 menit udah dicancel driver car mereka lebih dari 5x kondisi jalan gak macet samsek mereka cm ga mau muter balik doang padahal gw bayar loh. Gua ngabisin 20 menit gua buat nunggu driver nerima orderan gw doang ,1.9315498658694927e+18,,ravencharl,in,,0,1,0,https://x.com/undefined/status/1931549865869492667,1.1607799293629153e+18,
1.9313815960134456e+18,Sun Jun 08 01:52:13 +0000 2025,2,@hariantimeline Lah aplikasi gojek aja coding nye boleh nyontek Dr si grab punya. Kalo lo mau tau dia beli coding nya si grab Dan cuma ganti bbrp fitur doank.,1.9315296673764846e+18,,hariantimeline,in,,0,1,0,https://x.com/undefined/status/1931529667376484610,1.8411425531541094e+18,
1.931467334964966e+18,Sat Jun 07 21:44:32 +0000 2025,0,@pln_123 halo admin kenapa saya mau beli token di aplikasi gojek selalu gagal???,1.931467334964966e+18,,pln_123,in,,0,1,0,https://x.com/undefined/status/1931467334964965879,3296017028.0,
1.9313808769418857e+18,Sat Jun 07 16:00:59 +0000 2025,1,Lagi ngerasa stuck? Wajar. Hidup nggak selalu mulus. Tapi tenang #PASTIADAJALAN. Gojek siap nemenin setiap langkahmu Gunakan kode promo: PASTIADAJALAN Dapetin diskon spesial buat GoRide GoFood dan GoSend! Yuk buka aplikasi Gojek sekarang. @gojekindonesia #GSKSMG2025 https://t.co/519tToCGMy,1.9313808769418857e+18,https://pbs.twimg.com/media/Gs2kqf5b0AACB3i.jpg,,in,,0,0,0,https://x.com/undefined/status/1931380876941885687,1.0572415499211162e+18,
